date,currency,impact,description,actual,forecast,previous,revisedFrom,eventId,
2014-05-12 00:00:00,NZD,L,REINZ HPI m/m,0.10%,,3.40%,,51061,
2014-05-12 02:00:00,JPY,L,Economy Watchers Sentiment,41.6,45.2,57.9,,51377,
2014-05-12 04:15:00,CHF,M,Retail Sales y/y,3.00%,1.90%,1.20%,1.00%,51992,
2014-05-12 05:02:00,CNY,L,M2 Money Supply y/y,13.20%,12.20%,12.10%,,50876,
2014-05-12 05:02:00,CNY,M,New Loans,775B,840B,1050B,,50874,
2014-05-12 13:00:00,USD,M,FOMC Member Plosser Speaks,,,,,54096,
2014-05-12 14:59:00,USD,M,Federal Budget Balance,106.9B,112.6B,-36.9B,,52788,
2014-05-12 19:45:00,NZD,L,FPI m/m,0.60%,,-0.30%,,51015,
2014-05-12 20:01:00,GBP,M,BRC Retail Sales Monitor y/y,4.20%,,-1.70%,,51531,
2014-05-12 20:50:00,JPY,L,M2 Money Stock y/y,3.40%,3.40%,3.60%,3.50%,51438,
2014-05-12 22:30:00,AUD,M,Home Loans m/m,-0.90%,-0.10%,1.40%,2.30%,50777,
2014-05-12 22:30:00,AUD,M,HPI q/q,1.70%,3.00%,3.80%,3.40%,50790,
2014-05-13 00:45:00,JPY,L,30-y Bond Auction,1.71|4.6,,1.70|2.9,,51410,
2014-05-13 02:30:00,CNY,H,Industrial Production y/y,8.70%,8.90%,8.80%,,50820,
2014-05-13 02:30:00,CNY,L,Retail Sales y/y,11.90%,12.20%,12.20%,,50822,
2014-05-13 02:30:00,CNY,M,Fixed Asset Investment ytd/y,17.30%,17.70%,17.60%,,50817,
2014-05-13 03:00:00,EUR,L,German WPI m/m,0.20%,0.10%,0.00%,,53061,
2014-05-13 05:10:00,GBP,M,MPC Member Cunliffe Speaks,,,,,54102,
2014-05-13 06:00:00,EUR,H,German ZEW Economic Sentiment,33.1,41.3,43.2,,53119,
2014-05-13 06:00:00,EUR,M,ZEW Economic Sentiment,55.2,63.5,61.2,,53118,
2014-05-13 06:30:00,AUD,H,Annual Budget Release,,,,,49897,
2014-05-13 08:30:00,USD,L,NFIB Small Business Index,95.2,94.6,93.4,,52667,
2014-05-13 09:30:00,USD,H,Core Retail Sales m/m,0.00%,0.60%,1.00%,0.70%,52947,
2014-05-13 09:30:00,USD,H,Retail Sales m/m,0.10%,0.50%,1.50%,1.10%,52949,
2014-05-13 09:30:00,USD,M,Import Prices m/m,-0.40%,0.40%,0.40%,0.60%,52456,
2014-05-13 11:00:00,USD,M,Business Inventories m/m,0.40%,0.40%,0.50%,0.40%,52679,
2014-05-13 11:30:00,CAD,L,BOC Review,,,,,49943,
2014-05-13 18:00:00,NZD,H,RBNZ Financial Stability Report,,,,,52912,
2014-05-13 18:05:00,NZD,H,RBNZ Gov Wheeler Speaks,,,,,54097,
2014-05-13 19:45:00,NZD,H,Retail Sales q/q,0.70%,0.90%,1.40%,1.20%,50962,
2014-05-13 19:45:00,NZD,M,Core Retail Sales q/q,0.80%,0.90%,1.00%,0.70%,50961,
2014-05-13 20:50:00,JPY,L,PPI y/y,4.10%,4.10%,1.70%,,51338,
2014-05-14 03:00:00,EUR,L,German Final CPI m/m,-0.20%,-0.20%,-0.20%,,53337,
2014-05-14 03:00:00,JPY,L,Prelim Machine Tool Orders y/y,48.80%,,41.80%,,51172,
2014-05-14 03:45:00,EUR,L,French Final CPI m/m,0.00%,0.20%,0.40%,,52278,
2014-05-14 05:30:00,GBP,H,Claimant Count Change,-25.1K,-30.7K,-30.6K,-30.4K,51770,
2014-05-14 05:30:00,GBP,H,Unemployment Rate,6.80%,6.80%,6.90%,,51768,
2014-05-14 05:30:00,GBP,M,Average Earnings Index 3m/y,1.70%,2.20%,1.70%,,51766,
2014-05-14 06:00:00,CHF,M,Credit Suisse Economic Expectations,7.4,,7,,52093,
2014-05-14 06:00:00,EUR,M,Industrial Production m/m,-0.30%,-0.30%,0.20%,,52141,
2014-05-14 06:30:00,GBP,H,BOE Gov Carney Speaks,,,,,50110,
2014-05-14 06:30:00,GBP,H,BOE Monetary Policy Report,,,,,50109,
2014-05-14 09:30:00,USD,H,PPI m/m,0.60%,0.20%,0.50%,,52457,
2014-05-14 09:30:00,USD,M,Core PPI m/m,0.50%,0.20%,0.60%,,52459,
2014-05-14 11:30:00,EUR,H,German Buba President Weidmann Speaks,,,,,54103,
2014-05-14 11:30:00,USD,M,Crude Oil Inventories,0.9M,-0.4M,-1.8M,,49599,
2014-05-14 19:30:00,NZD,M,BusinessNZ Manufacturing Index,55.2,,58,58.4,50506,
2014-05-14 20:50:00,JPY,L,Prelim GDP Price Index y/y,0.00%,-0.10%,-0.30%,-0.40%,51258,
2014-05-14 20:50:00,JPY,M,Prelim GDP q/q,1.50%,1.00%,0.20%,0.30%,51262,
2014-05-14 20:50:00,JPY,M,Tertiary Industry Activity m/m,2.40%,2.50%,-0.90%,-1.00%,51197,
2014-05-14 22:30:00,AUD,M,New Motor Vehicle Sales m/m,0.00%,,-0.30%,,50603,
2014-05-14 23:00:00,NZD,H,Annual Budget Release,,,,,52937,
2014-05-15 01:25:00,JPY,H,BOJ Gov Kuroda Speaks,,,,,54098,
2014-05-15 02:00:00,JPY,L,Consumer Confidence,37,37,37.5,,51374,
2014-05-15 02:30:00,EUR,M,French Prelim GDP q/q,0.00%,0.40%,0.20%,0.30%,52322,
2014-05-15 03:00:00,EUR,H,German Prelim GDP q/q,0.80%,0.70%,0.40%,,52326,
2014-05-15 04:15:00,CHF,M,PPI m/m,-0.30%,0.30%,0.00%,,52028,
2014-05-15 05:00:00,EUR,M,ECB Monthly Bulletin,,,,,50026,
2014-05-15 05:00:00,EUR,M,Italian Prelim GDP q/q,-0.10%,0.20%,0.10%,,52330,
2014-05-15 06:00:00,EUR,L,Final Core CPI y/y,1.00%,1.00%,1.00%,,52142,
2014-05-15 06:00:00,EUR,M,Final CPI y/y,0.70%,0.70%,0.70%,,52143,
2014-05-15 06:00:00,EUR,M,Flash GDP q/q,0.20%,0.40%,0.20%,0.30%,52213,
2014-05-15 06:00:00,GBP,L,CB Leading Index m/m,0.30%,,0.40%,,51543,
2014-05-15 09:30:00,CAD,H,Manufacturing Sales m/m,0.40%,0.20%,1.50%,1.40%,53631,
2014-05-15 09:30:00,USD,H,Core CPI m/m,0.20%,0.10%,0.20%,,52460,
2014-05-15 09:30:00,USD,H,Unemployment Claims,297K,321K,321K,319K,49495,
2014-05-15 09:30:00,USD,M,CPI m/m,0.30%,0.30%,0.20%,,52458,
2014-05-15 09:30:00,USD,M,Empire State Manufacturing Index,19,5.5,1.3,,52595,
2014-05-15 10:00:00,USD,M,TIC Long-Term Purchases,4.0B,32.3B,90.3B,85.7B,52727,
2014-05-15 10:15:00,USD,M,Capacity Utilization Rate,78.60%,79.20%,79.30%,79.20%,52615,
2014-05-15 10:15:00,USD,M,Industrial Production m/m,-0.60%,0.40%,0.90%,0.70%,52616,
2014-05-15 11:00:00,USD,H,Philly Fed Manufacturing Index,15.4,13.9,16.6,,52739,
2014-05-15 11:00:00,USD,M,Mortgage Delinquencies,6.11%,,6.41%,,52797,
2014-05-15 11:00:00,USD,M,NAHB Housing Market Index,45,49,46,47,53749,
2014-05-15 11:30:00,USD,L,Natural Gas Storage,105B,99B,74B,,49549,
2014-05-15 13:30:00,CAD,M,Gov Council Member Schembri Speaks,,,,,54099,
2014-05-15 20:00:00,USD,H,Fed Chair Yellen Speaks,,,,,54100,
2014-05-15 23:00:00,CNY,L,Foreign Direct Investment ytd/y,5.00%,,5.50%,,50905,
2014-05-16 01:30:00,JPY,L,Revised Industrial Production m/m,0.70%,0.30%,0.30%,,51232,
2014-05-16 03:45:00,EUR,M,French Prelim Private Payrolls q/q,-0.10%,-0.10%,0.10%,,52334,
2014-05-16 05:00:00,EUR,L,Italian Trade Balance,3.87B,2.47B,2.63B,2.62B,53251,
2014-05-16 06:00:00,EUR,L,Trade Balance,15.2B,17.3B,15.0B,,52144,
2014-05-16 09:30:00,CAD,M,Foreign Securities Purchases,-1.23B,7.21B,6.07B,6.08B,53515,
2014-05-16 09:30:00,USD,H,Building Permits,1.08M,1.01M,1.00M,0.99M,52700,
2014-05-16 09:30:00,USD,M,Housing Starts,1.07M,0.98M,0.95M,,52702,
2014-05-16 10:55:00,USD,H,Prelim UoM Consumer Sentiment,81.8,84.7,84.1,82.6,49723,
2014-05-16 10:55:00,USD,L,Prelim UoM Inflation Expectations,3.20%,,3.20%,3.10%,49725,
2014-05-18 19:45:00,NZD,L,PPI Output q/q,0.90%,0.40%,-0.40%,,51029,
2014-05-18 19:45:00,NZD,M,PPI Input q/q,1.00%,0.50%,-0.70%,,51030,
2014-05-18 20:01:00,GBP,L,Rightmove HPI m/m,3.60%,,2.60%,,51860,
2014-05-18 20:50:00,JPY,M,Core Machinery Orders m/m,19.10%,6.10%,-8.80%,,51113,
2014-05-19 01:01:00,CAD,N,Bank Holiday [All Day],,,,,53381,
2014-05-19 04:00:00,EUR,H,German Buba President Weidmann Speaks,,,,,54126,
2014-05-19 07:00:00,EUR,M,German Buba Monthly Report,,,,,50565,
2014-05-19 21:00:00,AUD,M,CB Leading Index m/m,0.00%,,0.20%,0.30%,50591,
2014-05-19 22:30:00,AUD,H,Monetary Policy Meeting Minutes,,,,,49927,
2014-05-20 00:15:00,AUD,M,RBA Deputy Gov Debelle Speaks,,,,,54127,
2014-05-20 01:30:00,JPY,L,All Industries Activity m/m,1.50%,1.60%,-1.10%,,51137,
2014-05-20 03:00:00,EUR,M,German PPI m/m,-0.10%,0.00%,-0.30%,,53073,
2014-05-20 05:30:00,GBP,H,CPI y/y,1.80%,1.70%,1.60%,,51696,
2014-05-20 05:30:00,GBP,L,Core CPI y/y,2.00%,1.80%,1.60%,,51695,
2014-05-20 05:30:00,GBP,L,ONS HPI y/y,8.00%,10.70%,9.20%,9.10%,51698,
2014-05-20 05:30:00,GBP,L,PPI Output m/m,0.00%,0.20%,0.20%,,51700,
2014-05-20 05:30:00,GBP,M,PPI Input m/m,-1.10%,0.00%,-0.40%,-0.60%,51699,
2014-05-20 05:30:00,GBP,M,RPI y/y,2.50%,2.60%,2.50%,,51697,
2014-05-20 09:30:00,CAD,M,Wholesale Sales m/m,-0.40%,0.40%,1.50%,1.10%,53655,
2014-05-20 11:51:00,NZD,M,GDT Price Index,-1.80%,,-1.10%,,56323,
2014-05-20 13:30:00,USD,M,FOMC Member Plosser Speaks,,,,,54128,
2014-05-20 14:00:00,USD,M,FOMC Member Dudley Speaks,,,,,54129,
2014-05-20 14:30:00,GBP,M,MPC Member Bean Speaks,,,,,54133,
2014-05-20 19:45:00,NZD,L,Visitor Arrivals m/m,1.70%,,-3.10%,-3.00%,50951,
2014-05-20 20:50:00,JPY,M,Trade Balance,-0.84T,-0.60T,-1.63T,-1.71T,51185,
2014-05-20 21:30:00,AUD,M,Westpac Consumer Sentiment,-6.80%,,0.30%,,50538,
2014-05-20 22:30:00,AUD,M,Wage Price Index q/q,0.70%,0.80%,0.70%,,50692,
2014-05-20 23:42:00,JPY,H,Monetary Policy Statement,,,,,51490,
2014-05-21 00:02:00,NZD,L,Credit Card Spending y/y,3.20%,,7.60%,8.10%,50971,
2014-05-21 03:32:00,JPY,H,BOJ Press Conference,,,,,51491,
2014-05-21 05:00:00,EUR,M,Current Account,18.8B,24.2B,21.8B,21.9B,52145,
2014-05-21 05:30:00,GBP,H,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9,,50091,
2014-05-21 05:30:00,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,50093,
2014-05-21 05:30:00,GBP,H,Retail Sales m/m,1.30%,0.40%,0.50%,0.10%,51643,
2014-05-21 06:33:00,EUR,M,German 10-y Bond Auction,1.41|1.1,,1.49|1.3,,53151,
2014-05-21 11:00:00,EUR,L,Consumer Confidence,-7,-8,-9,,53870,
2014-05-21 11:00:00,USD,M,FOMC Member Dudley Speaks,,,,,54130,
2014-05-21 11:30:00,USD,M,Crude Oil Inventories,-7.2M,-0.1M,0.9M,,49600,
2014-05-21 12:30:00,USD,M,Fed Chair Yellen Speaks,,,,,54131,
2014-05-21 14:30:00,USD,M,FOMC Member Kocherlakota Speaks,,,,,54132,
2014-05-21 15:00:00,USD,H,FOMC Meeting Minutes,,,,,49794,
2014-05-21 22:02:00,AUD,M,MI Inflation Expectations,4.40%,,4.20%,,50540,
2014-05-21 22:35:00,JPY,L,Flash Manufacturing PMI,49.9,,49.4,,54134,
2014-05-21 22:45:00,CNY,H,Caixin Flash Manufacturing PMI,49.7,48.4,48.1,48.3,50464,
2014-05-22 00:00:00,NZD,M,Inflation Expectations q/q,2.36%,,2.33%,,51074,
2014-05-22 01:01:00,EUR,L,European Parliamentary Elections [Day 1],,,,,53860,
2014-05-22 02:00:00,JPY,L,BOJ Monthly Report,,,,,51461,
2014-05-22 04:00:00,EUR,H,French Flash Manufacturing PMI,49.3,51.1,51.2,50.9,50303,
2014-05-22 04:00:00,EUR,M,French Flash Services PMI,49.2,50.3,50.4,50.3,50304,
2014-05-22 04:30:00,EUR,H,German Flash Manufacturing PMI,52.9,54,54.1,54.2,50301,
2014-05-22 04:30:00,EUR,M,German Flash Services PMI,56.4,54.8,54.7,55,50302,
2014-05-22 05:00:00,EUR,M,Flash Manufacturing PMI,52.5,53.2,53.4,53.3,50299,
2014-05-22 05:00:00,EUR,M,Flash Services PMI,53.5,53,53.1,,50300,
2014-05-22 05:30:00,GBP,H,Second Estimate GDP q/q,0.80%,0.80%,0.80%,,51559,
2014-05-22 05:30:00,GBP,L,Index of Services 3m/3m,0.90%,0.90%,0.80%,0.90%,51571,
2014-05-22 05:30:00,GBP,M,Prelim Business Investment q/q,2.70%,2.30%,2.40%,,51629,
2014-05-22 05:30:00,GBP,M,Public Sector Net Borrowing,9.6B,3.6B,6.1B,4.9B,51663,
2014-05-22 05:39:00,EUR,M,Spanish 10-y Bond Auction,2.97|1.7,,3.06|1.8,,53191,
2014-05-22 07:00:00,GBP,M,CBI Industrial Order Expectations,0,4,-1,,51904,
2014-05-22 09:30:00,CAD,H,Core Retail Sales m/m,0.10%,0.50%,0.90%,0.60%,53673,
2014-05-22 09:30:00,CAD,M,Retail Sales m/m,-0.10%,0.20%,0.70%,0.50%,53671,
2014-05-22 09:30:00,USD,H,Unemployment Claims,326K,312K,298K,297K,49496,
2014-05-22 10:45:00,USD,M,Flash Manufacturing PMI,56.2,55.6,55.4,,49687,
2014-05-22 11:00:00,USD,H,Existing Home Sales,4.65M,4.71M,4.59M,,52647,
2014-05-22 11:00:00,USD,L,CB Leading Index m/m,0.40%,0.40%,1.00%,0.80%,52840,
2014-05-22 11:30:00,USD,L,Natural Gas Storage,106B,104B,105B,,49547,
2014-05-22 23:00:00,CNY,L,CB Leading Index m/m,0.90%,,1.10%,1.20%,50918,
2014-05-23 01:01:00,EUR,L,European Parliamentary Elections [Day 2],,,,,53893,
2014-05-23 03:00:00,EUR,L,German Final GDP q/q,0.80%,0.80%,0.80%,,53082,
2014-05-23 05:00:00,EUR,H,German ifo Business Climate,110.4,111,111.2,,53219,
2014-05-23 05:00:00,EUR,L,Italian Retail Sales m/m,-0.20%,0.30%,0.00%,-0.20%,53252,
2014-05-23 09:30:00,CAD,H,Core CPI m/m,0.20%,0.20%,0.30%,,53543,
2014-05-23 09:30:00,CAD,M,CPI m/m,0.30%,0.30%,0.60%,,53545,
2014-05-23 10:00:00,EUR,L,Belgian NBB Business Climate,-6.8,-4.7,-4.6,,52751,
2014-05-23 11:00:00,USD,H,New Home Sales,433K,426K,407K,384K,52698,
2014-05-24 01:01:00,EUR,L,European Parliamentary Elections [Day 3],,,,,53891,
2014-05-25 01:01:00,EUR,H,European Parliamentary Elections [Day 4],,,,,53892,
2014-05-25 14:30:00,EUR,H,ECB President Draghi Speaks,,,,,54190,
2014-05-25 19:45:00,NZD,H,Trade Balance,534M,636M,935M,920M,50939,
2014-05-25 20:50:00,JPY,M,Monetary Policy Meeting Minutes,,,,,51472,
2014-05-26 01:01:00,GBP,N,Bank Holiday [All Day],,,,,53411,
2014-05-26 01:01:00,USD,N,Bank Holiday [All Day],,,,,53357,
2014-05-26 03:00:00,EUR,M,German GfK Consumer Climate,8.5,8.5,8.5,,53231,
2014-05-26 05:00:00,EUR,H,ECB President Draghi Speaks,,,,,54191,
2014-05-26 20:50:00,JPY,L,SPPI y/y,3.40%,3.30%,0.70%,,51326,
2014-05-27 03:00:00,CHF,M,Trade Balance,2.43B,2.43B,2.00B,2.05B,51996,
2014-05-27 04:15:00,CHF,M,Employment Level,4.19M,4.21M,4.19M,,52055,
2014-05-27 05:30:00,GBP,M,High Street Lending,42.2K,45.2K,45.0K,45.9K,51795,
2014-05-27 09:30:00,CAD,L,Corporate Profits q/q,7.40%,,0.80%,,53306,
2014-05-27 09:30:00,USD,H,Core Durable Goods Orders m/m,0.10%,0.20%,2.40%,2.00%,52866,
2014-05-27 09:30:00,USD,M,Durable Goods Orders m/m,0.80%,-0.50%,2.90%,2.60%,52869,
2014-05-27 10:00:00,USD,M,S+P/CS Composite-20 HPI y/y,12.40%,11.90%,12.90%,,52816,
2014-05-27 10:05:00,USD,L,HPI m/m,0.70%,0.50%,0.60%,,52804,
2014-05-27 10:30:00,EUR,H,ECB President Draghi Speaks,,,,,54192,
2014-05-27 10:45:00,USD,L,Flash Services PMI,58.4,55.6,55,54.2,53471,
2014-05-27 10:59:00,USD,L,Richmond Manufacturing Index,7,5,7,,53313,
2014-05-27 11:00:00,USD,H,CB Consumer Confidence,83,83.2,81.7,82.3,49759,
2014-05-27 16:00:00,GBP,H,BOE Gov Carney Speaks,,,,,54193,
2014-05-27 21:00:00,JPY,H,BOJ Gov Kuroda Speaks,,,,,54188,
2014-05-27 21:30:00,AUD,L,MI Leading Index m/m,-0.50%,,0.00%,,50615,
2014-05-27 22:00:00,NZD,H,ANZ Business Confidence,53.5,,64.8,,51084,
2014-05-27 22:30:00,AUD,M,Construction Work Done q/q,0.30%,-0.30%,-1.10%,-1.00%,50786,
2014-05-28 02:45:00,CHF,L,GDP q/q,0.50%,0.60%,0.20%,,51967,
2014-05-28 03:00:00,CHF,L,UBS Consumption Indicator,1.72,,1.84,,51998,
2014-05-28 03:00:00,EUR,L,German Import Prices m/m,-0.30%,0.30%,-0.60%,,53089,
2014-05-28 03:45:00,EUR,M,French Consumer Spending m/m,-0.30%,0.50%,0.60%,0.40%,52265,
2014-05-28 04:55:00,EUR,M,German Unemployment Change,24K,-14K,-25K,-25K,53013,
2014-05-28 05:00:00,EUR,M,M3 Money Supply y/y,0.80%,1.20%,1.00%,1.10%,53729,
2014-05-28 05:00:00,EUR,M,Private Loans y/y,-1.80%,-2.10%,-2.20%,,53731,
2014-05-28 06:34:00,EUR,L,German 30-y Bond Auction,2.25|1.1,,2.53|1.1,,53176,
2014-05-28 07:00:00,EUR,L,ECB Financial Stability Review,,,,,58843,
2014-05-28 07:00:00,GBP,M,CBI Realized Sales,16,36,30,,51905,
2014-05-28 20:50:00,JPY,M,Retail Sales y/y,-4.40%,-3.20%,11.00%,,51210,
2014-05-28 22:00:00,AUD,M,HIA New Home Sales m/m,2.90%,,0.20%,,50765,
2014-05-28 22:30:00,AUD,H,Private Capital Expenditure q/q,-4.20%,-1.60%,-4.50%,-5.20%,50648,
2014-05-29 01:01:00,CHF,N,Bank Holiday [All Day],,,,,53420,
2014-05-29 01:01:00,EUR,N,French Bank Holiday [All Day],,,,,53439,
2014-05-29 01:01:00,EUR,N,German Bank Holiday [All Day],,,,,53449,
2014-05-29 06:21:00,EUR,M,Italian 10-y Bond Auction,3.01|1.3,,3.22|1.3,,52353,
2014-05-29 09:30:00,CAD,M,Current Account,-12.4B,-12.4B,-15.6B,-16.0B,53508,
2014-05-29 09:30:00,USD,H,Prelim GDP q/q,-1.00%,-0.60%,0.10%,,52545,
2014-05-29 09:30:00,USD,H,Unemployment Claims,300K,321K,327K,326K,49497,
2014-05-29 09:30:00,USD,L,Prelim GDP Price Index q/q,1.30%,1.30%,1.30%,,52544,
2014-05-29 11:00:00,USD,H,Pending Home Sales m/m,0.40%,1.10%,3.40%,,52648,
2014-05-29 11:30:00,USD,L,Natural Gas Storage,114B,110B,106B,,49548,
2014-05-29 12:00:00,USD,M,Crude Oil Inventories,1.7M,-0.1M,-7.2M,,49601,
2014-05-29 19:15:00,GBP,L,GfK Consumer Confidence,0,-2,-3,,51888,
2014-05-29 19:45:00,NZD,M,Building Consents m/m,1.50%,,9.20%,8.30%,51048,
2014-05-29 20:30:00,JPY,L,Unemployment Rate,3.60%,3.60%,3.60%,,51277,
2014-05-29 20:30:00,JPY,M,Household Spending y/y,-4.60%,-3.40%,7.20%,,51149,
2014-05-29 20:30:00,JPY,M,National Core CPI y/y,3.20%,3.10%,1.30%,,51299,
2014-05-29 20:30:00,JPY,M,Tokyo Core CPI y/y,2.80%,2.90%,2.70%,,51294,
2014-05-29 20:50:00,JPY,M,Prelim Industrial Production m/m,-2.50%,-1.90%,0.70%,0.30%,51221,
2014-05-29 22:30:00,AUD,L,Private Sector Credit m/m,0.50%,0.40%,0.40%,,50655,
2014-05-30 02:00:00,JPY,L,Housing Starts y/y,-3.30%,-8.20%,-2.90%,,51399,
2014-05-30 03:00:00,EUR,M,German Retail Sales m/m,-0.90%,0.40%,0.10%,-0.70%,53101,
2014-05-30 04:00:00,CHF,M,KOF Economic Barometer,99.8,102.1,101.8,102,51974,
2014-05-30 04:00:00,EUR,M,Spanish Flash CPI y/y,0.20%,0.30%,0.40%,,54180,
2014-05-30 06:00:00,EUR,L,Italian Prelim CPI m/m,-0.10%,0.00%,0.20%,,53253,
2014-05-30 09:30:00,CAD,H,GDP m/m,0.10%,0.10%,0.20%,,53563,
2014-05-30 09:30:00,CAD,L,IPPI m/m,-0.20%,0.40%,0.50%,0.40%,53585,
2014-05-30 09:30:00,CAD,M,RMPI m/m,0.10%,1.20%,0.70%,0.60%,53584,
2014-05-30 09:30:00,USD,L,Personal Income m/m,0.30%,0.30%,0.50%,,52542,
2014-05-30 09:30:00,USD,M,Core PCE Price Index m/m,0.20%,0.20%,0.20%,,52541,
2014-05-30 09:30:00,USD,M,FOMC Member Pianalto Speaks,,,,,54198,
2014-05-30 09:30:00,USD,M,Personal Spending m/m,-0.10%,0.20%,1.00%,0.90%,52543,
2014-05-30 10:43:00,USD,M,Chicago PMI,65.5,60.8,63,,49699,
2014-05-30 10:55:00,USD,L,Revised UoM Inflation Expectations,3.30%,,3.20%,,49726,
2014-05-30 10:55:00,USD,M,Revised UoM Consumer Sentiment,81.9,82.9,81.8,,49724,
2014-05-30 13:30:00,USD,M,FOMC Member Mester Speaks,,,,,54199,
2014-05-30 18:00:00,USD,M,FOMC Member Plosser Speaks,,,,,54189,
2014-05-31 22:00:00,CNY,H,Manufacturing PMI,50.8,50.7,50.4,,50483,
2014-06-01 01:01:00,CNY,N,Bank Holiday [All Day],,,,,53772,
2014-06-01 01:01:00,NZD,N,Bank Holiday [All Day],,,,,53787,
2014-06-01 20:30:00,AUD,L,AIG Manufacturing Index,49.2,,44.8,,50386,
2014-06-01 20:50:00,JPY,M,Capital Spending q/y,7.40%,5.70%,4.00%,,50038,
2014-06-01 21:30:00,AUD,L,MI Inflation Gauge m/m,0.30%,,0.40%,,50700,
2014-06-01 22:30:00,AUD,H,Building Approvals m/m,-5.60%,2.10%,-4.80%,-3.50%,50753,
2014-06-01 22:30:00,AUD,M,Company Operating Profits q/q,3.10%,2.60%,2.50%,1.70%,50584,
2014-06-01 22:35:00,JPY,L,Final Manufacturing PMI,49.9,49.9,49.9,,51363,
2014-06-02 01:01:00,EUR,H,German Prelim CPI m/m [All Day],-0.10%,0.10%,-0.20%,,53324,
2014-06-02 01:01:00,EUR,N,Italian Bank Holiday [All Day],,,,,53430,
2014-06-02 03:30:00,AUD,L,Commodity Prices y/y,-12.80%,,-14.10%,-12.60%,50668,
2014-06-02 04:15:00,EUR,M,Spanish Manufacturing PMI,52.9,52.6,52.7,,50244,
2014-06-02 04:30:00,CHF,M,Manufacturing PMI,52.5,55.7,55.8,,50240,
2014-06-02 04:45:00,EUR,M,Italian Manufacturing PMI,53.2,54.3,54,,50243,
2014-06-02 04:50:00,EUR,L,French Final Manufacturing PMI,49.6,49.3,49.3,,59048,
2014-06-02 04:55:00,EUR,L,German Final Manufacturing PMI,52.3,52.9,52.9,,59049,
2014-06-02 05:00:00,EUR,L,Final Manufacturing PMI,52.2,52.5,52.5,,50242,
2014-06-02 05:30:00,GBP,H,Final Manufacturing PMI,57,57.1,57.3,,50241,
2014-06-02 05:30:00,GBP,L,M4 Money Supply m/m,-0.20%,0.30%,-2.30%,,51831,
2014-06-02 05:30:00,GBP,L,Mortgage Approvals,63K,64K,67K,,51824,
2014-06-02 05:30:00,GBP,M,Net Lending to Individuals m/m,2.4B,2.7B,2.8B,2.9B,51608,
2014-06-02 09:40:00,USD,M,Treasury Sec Lew Speaks,,,,,54200,
2014-06-02 10:30:00,CAD,L,Manufacturing PMI,52.2,,52.9,,59544,
2014-06-02 10:45:00,USD,L,Final Manufacturing PMI,56.4,56.2,56.2,,49675,
2014-06-02 11:00:00,USD,H,ISM Manufacturing PMI,55.4,55.7,54.9,,49645,
2014-06-02 11:00:00,USD,L,Construction Spending m/m,0.20%,0.80%,0.60%,0.20%,49664,
2014-06-02 11:00:00,USD,L,ISM Manufacturing Prices,60,56.8,56.5,,49647,
2014-06-02 19:45:00,NZD,M,Overseas Trade Index q/q,1.80%,1.90%,2.50%,2.30%,51023,
2014-06-02 20:50:00,JPY,L,Monetary Base y/y,45.60%,51.20%,48.50%,,51436,
2014-06-02 22:00:00,CNY,H,Non-Manufacturing PMI,55.5,,54.8,,50495,
2014-06-02 22:30:00,AUD,H,Retail Sales m/m,0.20%,0.30%,0.10%,,50640,
2014-06-02 22:30:00,AUD,M,Current Account,-5.7B,-7.1B,-11.7B,-10.1B,50576,
2014-06-02 22:30:00,JPY,M,Average Cash Earnings y/y,0.90%,0.60%,0.70%,,51314,
2014-06-02 22:45:00,CNY,H,Caixin Manufacturing PMI,49.4,49.7,49.7,,50465,
2014-06-03 00:45:00,JPY,L,10-y Bond Auction,0.61|3.7,,0.60|3.5,,51421,
2014-06-03 01:01:00,USD,L,Total Vehicle Sales [All Day],16.8M,16.0M,16.0M,,52777,
2014-06-03 01:30:00,AUD,H,Cash Rate,2.50%,2.50%,2.50%,,49906,
2014-06-03 01:30:00,AUD,H,RBA Rate Statement,,,,,49907,
2014-06-03 03:00:00,GBP,M,Nationwide HPI m/m,0.70%,0.70%,1.20%,,51872,
2014-06-03 04:00:00,EUR,M,Spanish Unemployment Change,-111.9K,-112.3K,-111.6K,,53296,
2014-06-03 05:00:00,EUR,L,Italian Monthly Unemployment Rate,12.60%,12.70%,12.60%,12.70%,53279,
2014-06-03 05:00:00,EUR,L,Italian Quarterly Unemployment Rate,12.70%,12.70%,12.50%,12.60%,52908,
2014-06-03 05:30:00,GBP,H,Construction PMI,60,61.2,60.8,,50364,
2014-06-03 06:00:00,EUR,H,CPI Flash Estimate y/y,0.50%,0.70%,0.70%,,52146,
2014-06-03 06:00:00,EUR,M,Core CPI Flash Estimate y/y,0.70%,0.90%,1.00%,,54119,
2014-06-03 06:00:00,EUR,M,Unemployment Rate,11.70%,11.80%,11.80%,,52147,
2014-06-03 11:00:00,USD,L,IBD/TIPP Economic Optimism,47.7,46.5,45.8,,49818,
2014-06-03 11:00:00,USD,M,Factory Orders m/m,0.70%,0.60%,1.50%,1.10%,52853,
2014-06-03 11:39:00,NZD,M,GDT Price Index,-4.20%,,-1.80%,,56324,
2014-06-03 20:01:00,GBP,L,BRC Shop Price Index y/y,-1.40%,,-1.40%,,51748,
